order_id,customer_id,customer_name,product_id,product_name,category,order_date,quantity,price,amount,Region,payment_method
ORD10948,CUST1947,Amit Singh,PROD1048,Saree,Fashion,8/11/2025,18,2156,38808,South,UPI
ORD10949,CUST1948,Rahul Sharma,PROD1049,Coffee Maker,Electronics,8/12/2025,12,8225,98700,North,Credit Card
ORD10950,CUST1949,Neha Gupta,PROD1050,File Folder,Stationary,8/13/2025,2,6308,12616,East,Debit Card
ORD10951,CUST1950,Rahul Sharma,PROD1051,Laptop,Electronics,8/14/2025,3,2033,6099,North,Credit Card
ORD10952,CUST1951,Arjun Reddy,PROD1052,Shoes,Fashion,8/15/2025,18,743,13374,West,COD
ORD10953,CUST1952,John Mathew,PROD1053,Phone,Electronics,8/16/2025,19,7034,133646,South,UPI
ORD10954,CUST1953,Daniel George,PROD1054,Headphones,Electronics,8/17/2025,17,4684,79628,North,Credit Card
ORD10955,CUST1954,Ali Khan,PROD1055,Desk,Furniture,8/18/2025,15,9112,136680,East,Debit Card
ORD10956,CUST1955,Rajesh Yadav,PROD1056,Laptop,Electronics,8/19/2025,7,7587,53109,North,Credit Card
ORD10957,CUST1956,Ramesh Gupta,PROD1057,DSLR Camera,Electronics,8/20/2025,3,4613,13839,West,COD
ORD10958,CUST1957,Harsh Vardhan,PROD1058,Running Shoes,Fashion,8/21/2025,10,7839,78390,South,UPI
ORD10959,CUST1958,Aditya Roy,PROD1059,T-Shirt,Fashion,8/22/2025,7,7998,55986,North,Credit Card
ORD10960,CUST1959,Priya Verma,PROD1060,Handbag,Accessories,8/23/2025,8,8563,68504,East,Debit Card
ORD10961,CUST1960,Sneha Iyer,PROD1061,Dining Table,Furniture,8/24/2025,16,5413,86608,North,Credit Card
ORD10962,CUST1961,David Thomas,PROD1062,Coffee Maker,Electronics,8/25/2025,20,3073,61460,West,COD
ORD10963,CUST1962,Rachel D'Silva,PROD1063,Table Lamp,Home Decor,8/26/2025,5,2984,14920,South,UPI
ORD10964,CUST1963,Omar Sheikh,PROD1064,Notebook,Stationary,8/27/2025,6,9401,56406,North,Credit Card
ORD10965,CUST1964,Sunita Mishra,PROD1065,Water Bottle,Accessories,8/28/2025,7,4241,29687,East,Debit Card
ORD10966,CUST1965,Suresh Agarwal,PROD1066,Gym Dumbbells,Accessories,8/29/2025,14,7642,106988,North,Credit Card
ORD10967,CUST1966,Ritika Kapoor,PROD1067,Perfume,Accessories,8/30/2025,17,7225,122825,West,COD
ORD10968,CUST1967,Shruti Das,PROD1068,Toy Car,Toy,8/31/2025,12,3315,39780,South,UPI
ORD10969,CUST1968,Amit Singh,PROD1069,Mobile Charger,Electronics,9/1/2025,18,3307,59526,North,Credit Card
ORD10970,CUST1969,Karan Malhotra,PROD1070,Curtains,Home Decor,9/2/2025,19,8778,166782,East,Debit Card
ORD10971,CUST1970,Michael D'Souza,PROD1071,Smartphone,Electronics,9/3/2025,4,4072,16288,North,Credit Card
ORD10972,CUST1971,Maria Fernandes,PROD1072,Webcam,Electronics,9/4/2025,13,8808,114504,West,COD
ORD10973,CUST1972,Imran Hussain,PROD1073,Sneakers,Fashion,9/5/2025,15,7107,106605,South,UPI
ORD10974,CUST1973,Deepak Tiwari,PROD1074,Shirt,Fashion,9/6/2025,18,1255,22590,North,Credit Card
ORD10975,CUST1974,Anita Jain,PROD1075,Backpack,Accessories,9/7/2025,17,9115,154955,East,Debit Card
ORD10976,CUST1975,Varun Dhawan,PROD1076,Office Chair,Home Decor,9/8/2025,6,8043,48258,North,Credit Card
ORD10977,CUST1976,Akash Chatterjee,PROD1077,Blender,Electronics,9/9/2025,12,6293,75516,West,COD
ORD10978,CUST1977,Neha Gupta,PROD1078,Ceiling Light,Electronics,9/10/2025,8,3445,27560,South,UPI
ORD10979,CUST1978,Simran Kaur,PROD1079,Pen,Stationary,9/11/2025,20,6943,138860,North,Credit Card
ORD10980,CUST1979,Chris Fernandes,PROD1080,Lunch Box,Home ,9/12/2025,9,1424,12816,East,Debit Card
ORD10981,CUST1980,Samuel Joseph,PROD1081,Yoga Mat,Accessories,9/13/2025,2,6231,12462,North,Credit Card
ORD10982,CUST1981,Faizan Ansari,PROD1082,Deodorant,Accessories,9/14/2025,13,3744,48672,West,COD
ORD10983,CUST1982,Kavita Shukla,PROD1083,Teddy Bear,Toy,9/15/2025,1,1665,1665,South,UPI
ORD10984,CUST1983,Nitin Bansal,PROD1084,Laptop Bag,Accessories,9/16/2025,20,5244,104880,North,Credit Card
ORD10985,CUST1984,Tanya Sharma,PROD1085,Bedsheet,Home Decor,9/17/2025,20,6915,138300,East,Debit Card
ORD10986,CUST1985,Priyanshu Singh,PROD1086,Tablet,Electronics,9/18/2025,8,1887,15096,North,Credit Card
ORD10987,CUST1986,Rohit Kumar,PROD1087,Power Bank,Electronics,9/19/2025,14,1371,19194,West,COD
ORD10988,CUST1987,Gurpreet Singh,PROD1088,Formal Shoes,Fashion,9/20/2025,10,6833,68330,South,UPI
ORD10989,CUST1988,Anthony Rodrigues,PROD1089,Jeans,Fashion,9/21/2025,17,1373,23341,North,Credit Card
ORD10990,CUST1989,Yash Thakur,PROD1090,Wallet,Accessories,9/22/2025,10,2201,22010,East,Debit Card
ORD10991,CUST1990,Sana Khan,PROD1091,Sofa,Furniture,9/23/2025,16,6251,100016,North,Credit Card
ORD10992,CUST1991,Mukesh Chauhan,PROD1092,Microwave Oven,Home,9/24/2025,4,7654,30616,West,COD
ORD10993,CUST1992,Komal Arora,PROD1093,Floor Lamp,Home Decor,9/25/2025,11,1517,16687,South,UPI
ORD10994,CUST1993,Yash Thakur,PROD1094,Pencil,Stationary,9/26/2025,12,1230,14760,North,Credit Card
ORD10995,CUST1994,Nikita Sharma,PROD1095,Travel Mug,Accessories,9/27/2025,4,7365,29460,East,Debit Card
ORD10996,CUST1995,Anjali Mehta,PROD1096,Skipping Rope,Accessories,9/28/2025,4,6481,25924,North,Credit Card
ORD10997,CUST1996,Manpreet Kaur,PROD1097,Face Wash,Skin Care,9/29/2025,16,6558,104928,West,COD
ORD10998,CUST1997,Kevin D'Costa,PROD1098,Puzzle Game,Game,9/30/2025,12,5468,65616,South,UPI
ORD10999,CUST1998,Chris Fernandes,PROD1099,Screen Protector,Electronics,10/1/2025,7,301,2107,North,Credit Card
ORD11000,CUST1999,Ayesha Siddiqui,PROD1100,Pillow,Home Decor,10/2/2025,19,6622,125818,East,Debit Card
ORD11001,CUST2000,Rekha Pandey,PROD1101,Gaming Console,Electronics,10/3/2025,10,2102,21020,North,Credit Card
ORD11002,CUST2001,Bharath Gaur,PROD1102,USB Cable,Electronics,10/4/2025,5,3374,16870,West,COD
ORD11003,CUST2002,Megha Saxena,PROD1103,Sandals,Fashion,10/5/2025,18,2431,43758,South,UPI
ORD11004,CUST2003,Vikram Patel,PROD1104,Jacket,Fashion,10/6/2025,11,5732,63052,North,Credit Card
ORD11005,CUST2004,Harpreet Singh,PROD1105,Belt,Accessories,10/7/2025,8,3333,26664,East,Debit Card
ORD11006,CUST2005,Paul Joseph,PROD1106,Set Bed,Home Decor,10/8/2025,10,3661,36610,North,Credit Card
ORD11007,CUST2006,Pooja Joshi,PROD1107,Electric Kettle,Electronics,10/9/2025,11,2165,23815,West,COD
ORD11008,CUST2007,Jasleen Kaur,PROD1108,LED Bulb,Electronics,10/10/2025,2,540,1080,South,UPI
ORD11009,CUST2008,Rahul Sharma,PROD1109,Eraser,Stationary,10/11/2025,2,3356,6712,North,Credit Card
ORD11010,CUST2009,Priya Verma,PROD1110,Thermos,Home,10/12/2025,10,3505,35050,East,Debit Card
ORD11011,CUST2010,Amit Singh,PROD1111,Treadmill,Accessories,10/13/2025,11,5730,63030,North,Credit Card
ORD11012,CUST2011,Rahul Sharma,PROD1112,Moisturizer,Skin Care,10/14/2025,9,4761,42849,West,COD
ORD11013,CUST2012,Neha Gupta,PROD1113,Board Game,Game,10/15/2025,3,5433,16299,South,UPI
ORD11014,CUST2013,Rahul Sharma,PROD1114,Phone Case,Accessories,10/16/2025,1,7780,7780,North,Credit Card
ORD11015,CUST2014,Arjun Reddy,PROD1115,Cushion,Home Decor,10/17/2025,11,8535,93885,East,Debit Card
ORD11016,CUST2015,John Mathew,PROD1116,Smartwatch,Accessories,10/18/2025,6,7444,44664,North,Credit Card
ORD11017,CUST2016,Daniel George,PROD1117,Keyboard,Electronics,10/19/2025,9,2946,26514,West,COD
ORD11018,CUST2017,Ali Khan,PROD1118,Flip Flops,Fashion,10/20/2025,10,4985,49850,South,UPI
ORD11019,CUST2018,Rajesh Yadav,PROD1119,Hoodie,Fashion,10/21/2025,8,9322,74576,North,Credit Card
ORD11020,CUST2019,Ramesh Gupta,PROD1120,Sunglasses,Accessories,10/22/2025,1,1835,1835,East,Debit Card
ORD11021,CUST2020,Harsh Vardhan,PROD1121,Wardrobe,Furniture,10/23/2025,17,2461,41837,North,Credit Card
ORD11022,CUST2021,Aditya Roy,PROD1122,Toaster,Electronics,10/24/2025,1,5479,5479,West,COD
ORD11023,CUST2022,Priya Verma,PROD1123,Marker,Stationary,10/25/2025,3,7492,22476,South,UPI
ORD11024,CUST2023,Sneha Iyer,PROD1124,Shampoo,Skin Care,10/26/2025,11,6549,72039,North,Credit Card
ORD11025,CUST2024,David Thomas,PROD1125,Bluetooth Headphones,Electronics,10/27/2025,19,7760,147440,East,Debit Card
ORD11026,CUST2025,Rachel D'Silva,PROD1126,Mouse,Electronics,10/28/2025,5,2711,13555,North,Credit Card
ORD11027,CUST2026,Omar Sheikh,PROD1127,Heels,Fashion,10/29/2025,14,6211,86954,West,COD
ORD11028,CUST2027,Sunita Mishra,PROD1128,Sweater,Fashion,10/30/2025,15,2510,37650,South,UPI
ORD11029,CUST2028,Suresh Agarwal,PROD1129,Cap,Fashion,10/31/2025,12,6528,78336,North,Credit Card
ORD11030,CUST2029,Ritika Kapoor,PROD1130,Study Table,Furniture,11/1/2025,9,9483,85347,East,Debit Card
ORD11031,CUST2030,Shruti Das,PROD1131,Induction Cooktop,Electronics,11/2/2025,19,7681,145939,North,Credit Card
ORD11032,CUST2031,Amit Singh,PROD1132,Marker,Stationary,11/3/2025,11,910,10010,West,COD
ORD11033,CUST2032,Karan Malhotra,PROD1133,Diary,Stationary,11/4/2025,20,3626,72520,South,UPI
ORD11034,CUST2033,Michael D'Souza,PROD1134,Bluetooth Headphones,Electronics,11/5/2025,7,7115,49805,North,Credit Card
ORD11035,CUST2034,Maria Fernandes,PROD1135,Heels,Fashion,11/6/2025,11,3561,39171,East,Debit Card
ORD11036,CUST2035,Imran Hussain,PROD1136,Hair Oil,Skin Care,11/7/2025,11,1977,21747,North,Credit Card
ORD11037,CUST2036,Deepak Tiwari,PROD1137,Wireless Earbuds,Electronics,11/8/2025,13,3828,49764,West,COD
ORD11038,CUST2037,Anita Jain,PROD1138,Monitor,Electronics,11/9/2025,1,6688,6688,South,UPI
ORD11039,CUST2038,Varun Dhawan,PROD1139,Boots,Fashion,11/10/2025,5,8271,41355,North,Credit Card
ORD11040,CUST2039,Akash Chatterjee,PROD1140,Kurta,Fashion,11/11/2025,11,5520,60720,East,Debit Card
ORD11041,CUST2040,Neha Gupta,PROD1141,Sandals,Fashion,11/12/2025,20,1932,38640,North,Credit Card
ORD11042,CUST2041,Simran Kaur,PROD1142,Printer,Electronics,11/13/2025,17,8595,146115,West,COD
ORD11043,CUST2042,Chris Fernandes,PROD1143,Saree,Fashion,11/14/2025,17,2457,41769,South,UPI
ORD11044,CUST2043,Samuel Joseph,PROD1144,Coffee Maker,Electronics,11/15/2025,17,1697,28849,North,Credit Card
ORD11045,CUST2044,Faizan Ansari,PROD1145,File Folder,Stationary,11/16/2025,20,6264,125280,East,Debit Card
ORD11046,CUST2045,Kavita Shukla,PROD1146,Laptop,Electronics,11/17/2025,6,7998,47988,North,Credit Card
ORD11047,CUST2046,Nitin Bansal,PROD1147,Shoes,Fashion,11/18/2025,15,9716,145740,West,COD
ORD11048,CUST2047,Tanya Sharma,PROD1148,Phone,Electronics,11/19/2025,13,348,4524,South,UPI
ORD11049,CUST2048,Priyanshu Singh,PROD1149,Headphones,Electronics,11/20/2025,15,3662,54930,North,Credit Card
ORD11050,CUST2049,Rohit Kumar,PROD1150,Desk,Furniture,11/21/2025,4,8821,35284,East,Debit Card
ORD11051,CUST2050,Gurpreet Singh,PROD1151,Laptop,Electronics,11/22/2025,10,9408,94080,North,Credit Card
ORD11052,CUST2051,Anthony Rodrigues,PROD1152,DSLR Camera,Electronics,11/23/2025,11,1061,11671,West,COD
ORD11053,CUST2052,Yash Thakur,PROD1153,Running Shoes,Fashion,11/24/2025,8,1236,9888,South,UPI
ORD11054,CUST2053,Sana Khan,PROD1154,T-Shirt,Fashion,11/25/2025,19,8848,168112,North,Credit Card
ORD11055,CUST2054,Mukesh Chauhan,PROD1155,Handbag,Accessories,11/26/2025,19,2082,39558,East,Debit Card
ORD11056,CUST2055,Komal Arora,PROD1156,Dining Table,Furniture,11/27/2025,3,8879,26637,North,Credit Card
ORD11057,CUST2056,Yash Thakur,PROD1157,Coffee Maker,Electronics,11/28/2025,4,3679,14716,West,COD
ORD11058,CUST2057,Nikita Sharma,PROD1158,Table Lamp,Home Decor,11/29/2025,2,8541,17082,South,UPI
ORD11059,CUST2058,Anjali Mehta,PROD1159,Notebook,Stationary,11/30/2025,14,4596,64344,North,Credit Card
ORD11060,CUST2059,Manpreet Kaur,PROD1160,Water Bottle,Accessories,12/1/2025,8,4561,36488,East,Debit Card
ORD11061,CUST2060,Kevin D'Costa,PROD1161,Gym Dumbbells,Accessories,12/2/2025,17,8801,149617,North,Credit Card
ORD11062,CUST2061,Chris Fernandes,PROD1162,Perfume,Accessories,12/3/2025,17,5128,87176,West,COD
ORD11063,CUST2062,Ayesha Siddiqui,PROD1163,Toy Car,Toy,12/4/2025,18,5438,97884,South,UPI
ORD11064,CUST2063,Rekha Pandey,PROD1164,Mobile Charger,Electronics,12/5/2025,7,982,6874,North,Credit Card
ORD11065,CUST2064,Bharath Gaur,PROD1165,Curtains,Home Decor,12/6/2025,7,4268,29876,East,Debit Card
ORD11066,CUST2065,Megha Saxena,PROD1166,Smartphone,Electronics,12/7/2025,16,2866,45856,North,Credit Card
ORD11067,CUST2066,Vikram Patel,PROD1167,Webcam,Electronics,12/8/2025,8,3182,25456,West,COD
ORD11068,CUST2067,Harpreet Singh,PROD1168,Sneakers,Fashion,12/9/2025,14,527,7378,South,UPI
ORD11069,CUST2068,Paul Joseph,PROD1169,Shirt,Fashion,12/10/2025,1,6578,6578,North,Credit Card
ORD11070,CUST2069,Pooja Joshi,PROD1170,Backpack,Accessories,12/11/2025,17,7290,123930,East,Debit Card
ORD11071,CUST2070,Jasleen Kaur,PROD1171,Office Chair,Home Decor,12/12/2025,15,6283,94245,North,Credit Card
ORD11072,CUST2071,Rahul Sharma,PROD1172,Blender,Electronics,12/13/2025,3,7727,23181,West,COD
ORD11073,CUST2072,Priya Verma,PROD1173,Ceiling Light,Electronics,12/14/2025,8,3708,29664,South,UPI
ORD11074,CUST2073,Amit Singh,PROD1174,Pen,Stationary,12/15/2025,8,7336,58688,North,Credit Card
ORD11075,CUST2074,Rahul Sharma,PROD1175,Lunch Box,Home ,12/16/2025,17,9914,168538,East,Debit Card
ORD11076,CUST2075,Neha Gupta,PROD1176,Yoga Mat,Accessories,12/17/2025,7,3462,24234,North,Credit Card
ORD11077,CUST2076,Rahul Sharma,PROD1177,Deodorant,Accessories,12/18/2025,1,5785,5785,West,COD
ORD11078,CUST2077,Arjun Reddy,PROD1178,Teddy Bear,Toy,12/19/2025,17,4028,68476,South,UPI
ORD11079,CUST2078,John Mathew,PROD1179,Laptop Bag,Accessories,12/20/2025,1,9871,9871,North,Credit Card
ORD11080,CUST2079,Daniel George,PROD1180,Bedsheet,Home Decor,12/21/2025,9,6508,58572,East,Debit Card
ORD11081,CUST2080,Ali Khan,PROD1181,Tablet,Electronics,12/22/2025,20,8296,165920,North,Credit Card
ORD11082,CUST2081,Rajesh Yadav,PROD1182,Power Bank,Electronics,12/23/2025,16,1404,22464,West,COD
ORD11083,CUST2082,Ramesh Gupta,PROD1183,Formal Shoes,Fashion,12/24/2025,7,5121,35847,South,UPI
ORD11084,CUST2083,Harsh Vardhan,PROD1184,Jeans,Fashion,12/25/2025,13,1957,25441,North,Credit Card
ORD11085,CUST2084,Aditya Roy,PROD1185,Wallet,Accessories,12/26/2025,13,6810,88530,East,Debit Card
ORD11086,CUST2085,Priya Verma,PROD1186,Sofa,Furniture,12/27/2025,17,7918,134606,North,Credit Card
ORD11087,CUST2086,Sneha Iyer,PROD1187,Microwave Oven,Home,12/28/2025,3,4250,12750,West,COD
ORD11088,CUST2087,David Thomas,PROD1188,Floor Lamp,Home Decor,12/29/2025,12,1957,23484,South,UPI
ORD11089,CUST2088,Rachel D'Silva,PROD1189,Pencil,Stationary,12/30/2025,9,7182,64638,North,Credit Card
ORD11090,CUST2089,Omar Sheikh,PROD1190,Travel Mug,Accessories,12/31/2025,17,7595,129115,East,Debit Card
ORD11091,CUST2090,Sunita Mishra,PROD1191,Skipping Rope,Accessories,1/1/2026,16,7541,120656,North,Credit Card
ORD11092,CUST2091,Suresh Agarwal,PROD1192,Face Wash,Skin Care,1/2/2026,9,7610,68490,West,COD
ORD11093,CUST2092,Ritika Kapoor,PROD1193,Puzzle Game,Game,1/3/2026,9,9295,83655,South,UPI
ORD11094,CUST2093,Shruti Das,PROD1194,Screen Protector,Electronics,1/4/2026,10,7589,75890,North,Credit Card
ORD11095,CUST2094,Amit Singh,PROD1195,Pillow,Home Decor,1/5/2026,17,3704,62968,East,Debit Card
ORD11096,CUST2095,Karan Malhotra,PROD1196,Gaming Console,Electronics,1/6/2026,13,7072,91936,North,Credit Card
ORD11097,CUST2096,Michael D'Souza,PROD1197,USB Cable,Electronics,1/7/2026,12,8423,101076,West,COD
ORD11098,CUST2097,Maria Fernandes,PROD1198,Sandals,Fashion,1/8/2026,17,4849,82433,South,UPI
ORD11099,CUST2098,Imran Hussain,PROD1199,Jacket,Fashion,1/9/2026,10,309,3090,North,Credit Card
ORD11100,CUST2099,Deepak Tiwari,PROD1200,Belt,Accessories,1/10/2026,5,616,3080,East,Debit Card
ORD11101,CUST2100,Anita Jain,PROD1201,Set Bed,Home Decor,1/11/2026,4,7230,28920,North,Credit Card
ORD11102,CUST2101,Varun Dhawan,PROD1202,Electric Kettle,Electronics,1/12/2026,2,2792,5584,West,COD
ORD11103,CUST2102,Akash Chatterjee,PROD1203,LED Bulb,Electronics,1/13/2026,6,1150,6900,South,UPI
ORD11104,CUST2103,Neha Gupta,PROD1204,Eraser,Stationary,1/14/2026,13,4754,61802,North,Credit Card
ORD11105,CUST2104,Simran Kaur,PROD1205,Thermos,Home,1/15/2026,5,5705,28525,East,Debit Card
ORD11106,CUST2105,Chris Fernandes,PROD1206,Treadmill,Accessories,1/16/2026,6,3882,23292,North,Credit Card
ORD11107,CUST2106,Samuel Joseph,PROD1207,Moisturizer,Skin Care,1/17/2026,7,875,6125,West,COD
ORD11108,CUST2107,Faizan Ansari,PROD1208,Board Game,Game,1/18/2026,20,1842,36840,South,UPI
ORD11109,CUST2108,Kavita Shukla,PROD1209,Phone Case,Accessories,1/19/2026,20,7076,141520,North,Credit Card
ORD11110,CUST2109,Nitin Bansal,PROD1210,Cushion,Home Decor,1/20/2026,19,4205,79895,East,Debit Card
ORD11111,CUST2110,Tanya Sharma,PROD1211,Smartwatch,Accessories,1/21/2026,9,4196,37764,North,Credit Card
ORD11112,CUST2111,Priyanshu Singh,PROD1212,Keyboard,Electronics,1/22/2026,8,6283,50264,West,COD
ORD11113,CUST2112,Rohit Kumar,PROD1213,Flip Flops,Fashion,1/23/2026,1,5552,5552,South,UPI
ORD11114,CUST2113,Gurpreet Singh,PROD1214,Hoodie,Fashion,1/24/2026,15,3889,58335,North,Credit Card
ORD11115,CUST2114,Anthony Rodrigues,PROD1215,Sunglasses,Accessories,1/25/2026,6,2680,16080,East,Debit Card
ORD11116,CUST2115,Yash Thakur,PROD1216,Wardrobe,Furniture,1/26/2026,4,2244,8976,North,Credit Card
ORD11117,CUST2116,Sana Khan,PROD1217,Toaster,Electronics,1/27/2026,8,6380,51040,West,COD
ORD11118,CUST2117,Mukesh Chauhan,PROD1218,Marker,Stationary,1/28/2026,1,2057,2057,South,UPI
ORD11119,CUST2118,Komal Arora,PROD1219,Shampoo,Skin Care,1/29/2026,16,1092,17472,North,Credit Card
ORD11120,CUST2119,Yash Thakur,PROD1220,Bluetooth Headphones,Electronics,1/30/2026,13,9833,127829,East,Debit Card
ORD11121,CUST2120,Nikita Sharma,PROD1221,Mouse,Electronics,1/31/2026,2,2013,4026,North,Credit Card
ORD11122,CUST2121,Anjali Mehta,PROD1222,Heels,Fashion,2/1/2026,11,5236,57596,West,COD
ORD11123,CUST2122,Manpreet Kaur,PROD1223,Sweater,Fashion,2/2/2026,1,9888,9888,South,UPI
ORD11124,CUST2123,Kevin D'Costa,PROD1224,Cap,Fashion,2/3/2026,18,4893,88074,North,Credit Card
ORD11125,CUST2124,Chris Fernandes,PROD1225,Study Table,Furniture,2/4/2026,13,9087,118131,East,Debit Card
ORD11126,CUST2125,Ayesha Siddiqui,PROD1226,Induction Cooktop,Electronics,2/5/2026,7,1391,9737,North,Credit Card
ORD11127,CUST2126,Rekha Pandey,PROD1227,Marker,Stationary,2/6/2026,5,5115,25575,West,COD
ORD11128,CUST2127,Bharath Gaur,PROD1228,Diary,Stationary,2/7/2026,9,589,5301,South,UPI
ORD11129,CUST2128,Megha Saxena,PROD1229,Bluetooth Headphones,Electronics,2/8/2026,19,5343,101517,North,Credit Card
ORD11130,CUST2129,Vikram Patel,PROD1230,Heels,Fashion,2/9/2026,8,1021,8168,East,Debit Card
ORD11131,CUST2130,Harpreet Singh,PROD1231,Hair Oil,Skin Care,2/10/2026,13,3720,48360,North,Credit Card
ORD11132,CUST2131,Paul Joseph,PROD1232,Wireless Earbuds,Electronics,2/11/2026,17,6812,115804,West,COD
ORD11133,CUST2132,Pooja Joshi,PROD1233,Monitor,Electronics,2/12/2026,11,435,4785,South,UPI
ORD11134,CUST2133,Jasleen Kaur,PROD1234,Boots,Fashion,2/13/2026,11,2693,29623,North,Credit Card
ORD11135,CUST2134,Rahul Sharma,PROD1235,Kurta,Fashion,2/14/2026,12,9418,113016,East,Debit Card
ORD11136,CUST2135,Priya Verma,PROD1236,Sandals,Fashion,2/15/2026,8,7383,59064,North,Credit Card
ORD11137,CUST2136,Amit Singh,PROD1237,Printer,Electronics,2/16/2026,11,1474,16214,West,COD
ORD11138,CUST2137,Rahul Sharma,PROD1238,Saree,Fashion,2/17/2026,19,9937,188803,South,UPI
ORD11139,CUST2138,Neha Gupta,PROD1239,Coffee Maker,Electronics,2/18/2026,10,9008,90080,North,Credit Card
ORD11140,CUST2139,Rahul Sharma,PROD1240,File Folder,Stationary,2/19/2026,10,3434,34340,East,Debit Card
ORD11141,CUST2140,Arjun Reddy,PROD1241,Laptop,Electronics,2/20/2026,18,586,10548,North,Credit Card
ORD11142,CUST2141,John Mathew,PROD1242,Shoes,Fashion,2/21/2026,13,9451,122863,West,COD
ORD11143,CUST2142,Daniel George,PROD1243,Phone,Electronics,2/22/2026,10,7751,77510,South,UPI
ORD11144,CUST2143,Ali Khan,PROD1244,Headphones,Electronics,2/23/2026,18,2169,39042,North,Credit Card
ORD11145,CUST2144,Rajesh Yadav,PROD1245,Desk,Furniture,2/24/2026,12,8142,97704,East,Debit Card
ORD11146,CUST2145,Ramesh Gupta,PROD1246,Laptop,Electronics,2/25/2026,19,5804,110276,North,Credit Card
ORD11147,CUST2146,Harsh Vardhan,PROD1247,DSLR Camera,Electronics,2/26/2026,5,9046,45230,West,COD
ORD11148,CUST2147,Aditya Roy,PROD1248,Running Shoes,Fashion,2/27/2026,3,4677,14031,South,UPI
ORD11149,CUST2148,Priya Verma,PROD1249,T-Shirt,Fashion,2/28/2026,12,2904,34848,North,Credit Card
ORD11150,CUST2149,Sneha Iyer,PROD1250,Handbag,Accessories,3/1/2026,17,2202,37434,East,Debit Card
ORD11151,CUST2150,David Thomas,PROD1251,Dining Table,Furniture,3/2/2026,2,838,1676,North,Credit Card
ORD11152,CUST2151,Rachel D'Silva,PROD1252,Coffee Maker,Electronics,3/3/2026,20,200,4000,West,COD
ORD11153,CUST2152,Omar Sheikh,PROD1253,Table Lamp,Home Decor,3/4/2026,5,4222,21110,South,UPI
ORD11154,CUST2153,Sunita Mishra,PROD1254,Notebook,Stationary,3/5/2026,5,8130,40650,North,Credit Card
ORD11155,CUST2154,Suresh Agarwal,PROD1255,Water Bottle,Accessories,3/6/2026,6,8257,49542,East,Debit Card
ORD11156,CUST2155,Ritika Kapoor,PROD1256,Gym Dumbbells,Accessories,3/7/2026,19,2063,39197,North,Credit Card
ORD11157,CUST2156,Shruti Das,PROD1257,Perfume,Accessories,3/8/2026,4,6106,24424,West,COD
ORD11158,CUST2157,Amit Singh,PROD1258,Toy Car,Toy,3/9/2026,4,7958,31832,South,UPI
ORD11159,CUST2158,Karan Malhotra,PROD1259,Mobile Charger,Electronics,3/10/2026,13,1330,17290,North,Credit Card
ORD11160,CUST2159,Michael D'Souza,PROD1260,Curtains,Home Decor,3/11/2026,10,4151,41510,East,Debit Card
ORD11161,CUST2160,Maria Fernandes,PROD1261,Smartphone,Electronics,3/12/2026,11,5717,62887,North,Credit Card
ORD11162,CUST2161,Imran Hussain,PROD1262,Webcam,Electronics,3/13/2026,1,1856,1856,West,COD
ORD11163,CUST2162,Deepak Tiwari,PROD1263,Sneakers,Fashion,3/14/2026,20,5747,114940,South,UPI
ORD11164,CUST2163,Anita Jain,PROD1264,Shirt,Fashion,3/15/2026,7,3973,27811,North,Credit Card
ORD11165,CUST2164,Varun Dhawan,PROD1265,Backpack,Accessories,3/16/2026,2,1150,2300,East,Debit Card
ORD11166,CUST2165,Akash Chatterjee,PROD1266,Office Chair,Home Decor,3/17/2026,19,5059,96121,North,Credit Card
ORD11167,CUST2166,Neha Gupta,PROD1267,Blender,Electronics,3/18/2026,13,9181,119353,West,COD
ORD11168,CUST2167,Simran Kaur,PROD1268,Ceiling Light,Electronics,3/19/2026,4,3947,15788,South,UPI
ORD11169,CUST2168,Chris Fernandes,PROD1269,Pen,Stationary,3/20/2026,20,2560,51200,North,Credit Card
ORD11170,CUST2169,Samuel Joseph,PROD1270,Lunch Box,Home ,3/21/2026,19,9097,172843,East,Debit Card
ORD11171,CUST2170,Faizan Ansari,PROD1271,Yoga Mat,Accessories,3/22/2026,17,9230,156910,North,Credit Card
ORD11172,CUST2171,Kavita Shukla,PROD1272,Deodorant,Accessories,3/23/2026,19,7383,140277,West,COD
ORD11173,CUST2172,Nitin Bansal,PROD1273,Teddy Bear,Toy,3/24/2026,5,8909,44545,South,UPI
ORD11174,CUST2173,Tanya Sharma,PROD1274,Laptop Bag,Accessories,3/25/2026,7,7606,53242,North,Credit Card
ORD11175,CUST2174,Priyanshu Singh,PROD1275,Bedsheet,Home Decor,3/26/2026,1,8136,8136,East,Debit Card
ORD11176,CUST2175,Rohit Kumar,PROD1276,Tablet,Electronics,3/27/2026,2,2732,5464,North,Credit Card
ORD11177,CUST2176,Gurpreet Singh,PROD1277,Power Bank,Electronics,3/28/2026,3,9588,28764,West,COD
ORD11178,CUST2177,Anthony Rodrigues,PROD1278,Formal Shoes,Fashion,3/29/2026,11,9874,108614,South,UPI
ORD11179,CUST2178,Yash Thakur,PROD1279,Jeans,Fashion,3/30/2026,5,1977,9885,North,Credit Card
ORD11180,CUST2179,Sana Khan,PROD1280,Wallet,Accessories,3/31/2026,8,2186,17488,East,Debit Card
