order_id,customer_id,customer_name,product_id,product_name,category,order_date,quantity,price,revenue,region,payment_method,order_month,order_year,customer_id,recency,frequency,monetary,r_score,f_score,m_score,customer_segment
ORD17026,CUST8025,Neha Gupta,PROD7126,Sandals,Fashion,4/4/2026,7,4161,29127,North,Credit Card,April    ,2026,CUST8980,1,1,19719,2,2,2,At Risk
ORD17027,CUST8026,Simran Kaur,PROD7127,Printer,Electronics,4/4/2026,6,8347,50082,West,Cod,April    ,2026,CUST12536,1,1,19719,2,2,2,At Risk
ORD17028,CUST8027,Chris Fernandes,PROD7128,Saree,Fashion,4/4/2026,12,785,9420,South,Upi,April    ,2026,CUST22290,1,1,19719,2,2,2,At Risk
ORD17029,CUST8028,Samuel Joseph,PROD7129,Coffee Maker,Electronics,4/4/2026,19,3927,74613,North,Credit Card,April    ,2026,CUST21341,1,1,19720,2,2,2,At Risk
ORD17030,CUST8029,Faizan Ansari,PROD7130,File Folder,Stationary,4/4/2026,8,7356,58848,East,Debit Card,April    ,2026,CUST16287,1,1,19722,2,2,2,At Risk
ORD17031,CUST8030,Kavita Shukla,PROD7131,Laptop,Electronics,4/4/2026,3,6153,18459,North,Credit Card,April    ,2026,CUST24574,1,1,19722,2,2,2,At Risk
ORD17032,CUST8031,Nitin Bansal,PROD7132,Shoes,Fashion,4/4/2026,7,5457,38199,West,Cod,April    ,2026,CUST12657,1,1,19722,2,2,2,At Risk
ORD17033,CUST8032,Tanya Sharma,PROD7133,Phone,Electronics,4/4/2026,19,2042,38798,South,Upi,April    ,2026,CUST3486,1,1,19730,2,2,2,At Risk
ORD17034,CUST8033,Priyanshu Singh,PROD7134,Headphones,Electronics,4/4/2026,12,5429,65148,North,Credit Card,April    ,2026,CUST10670,1,1,19730,2,2,2,At Risk
ORD17035,CUST8034,Rohit Kumar,PROD7135,Desk,Furniture,4/4/2026,3,2964,8892,East,Debit Card,April    ,2026,CUST20304,1,1,19731,2,2,2,At Risk
ORD17036,CUST8035,Gurpreet Singh,PROD7136,Laptop,Electronics,4/4/2026,1,9508,9508,North,Credit Card,April    ,2026,CUST18553,1,1,19731,2,2,2,At Risk
ORD17037,CUST8036,Anthony Rodrigues,PROD7137,Dslr Camera,Electronics,4/4/2026,3,763,2289,West,Cod,April    ,2026,CUST20051,1,1,19734,2,2,2,At Risk
ORD17038,CUST8037,Yash Thakur,PROD7138,Running Shoes,Fashion,4/4/2026,18,5780,104040,South,Upi,April    ,2026,CUST2472,1,1,19738,2,2,2,At Risk
ORD17039,CUST8038,Sana Khan,PROD7139,T-Shirt,Fashion,4/4/2026,15,3817,57255,North,Credit Card,April    ,2026,CUST25292,1,1,19746,2,2,2,At Risk
ORD17040,CUST8039,Mukesh Chauhan,PROD7140,Handbag,Accessories,4/4/2026,11,6786,74646,East,Debit Card,April    ,2026,CUST14449,1,1,19752,2,2,2,At Risk
ORD17041,CUST8040,Komal Arora,PROD7141,Dining Table,Furniture,4/4/2026,19,7292,138548,North,Credit Card,April    ,2026,CUST25273,1,1,19752,2,2,2,At Risk
ORD17042,CUST8041,Yash Thakur,PROD7142,Coffee Maker,Electronics,4/4/2026,11,6227,68497,West,Cod,April    ,2026,CUST12331,1,1,19758,2,2,2,At Risk
ORD17043,CUST8042,Nikita Sharma,PROD7143,Table Lamp,Home Decor,4/4/2026,20,995,19900,South,Upi,April    ,2026,CUST6859,1,1,19761,2,2,2,At Risk
ORD17044,CUST8043,Anjali Mehta,PROD7144,Notebook,Stationary,4/4/2026,1,9358,9358,North,Credit Card,April    ,2026,CUST2447,1,1,19765,2,2,2,At Risk
ORD17045,CUST8044,Manpreet Kaur,PROD7145,Water Bottle,Accessories,4/4/2026,2,3255,6510,East,Debit Card,April    ,2026,CUST19163,1,1,19768,2,2,2,At Risk
ORD17046,CUST8045,Kevin D'Costa,PROD7146,Gym Dumbbells,Accessories,4/4/2026,14,2588,36232,North,Credit Card,April    ,2026,CUST18887,1,1,19768,2,2,2,At Risk
ORD17047,CUST8046,Chris Fernandes,PROD7147,Perfume,Accessories,4/4/2026,16,5063,81008,West,Cod,April    ,2026,CUST2321,1,1,19770,2,2,2,At Risk
ORD17048,CUST8047,Ayesha Siddiqui,PROD7148,Toy Car,Toy,4/4/2026,6,9501,57006,South,Upi,April    ,2026,CUST16839,1,1,19771,2,2,2,At Risk
ORD17049,CUST8048,Rekha Pandey,PROD7149,Mobile Charger,Electronics,4/4/2026,2,783,1566,North,Credit Card,April    ,2026,CUST9761,1,1,19785,2,2,2,At Risk
ORD17050,CUST8049,Bharath Gaur,PROD7150,Curtains,Home Decor,4/4/2026,1,8413,8413,East,Debit Card,April    ,2026,CUST14175,1,1,19788,2,2,2,At Risk
ORD17051,CUST8050,Megha Saxena,PROD7151,Smartphone,Electronics,4/4/2026,3,3062,9186,North,Credit Card,April    ,2026,CUST19180,1,1,19788,2,2,2,At Risk
ORD17052,CUST8051,Vikram Patel,PROD7152,Webcam,Electronics,4/4/2026,11,8414,92554,West,Cod,April    ,2026,CUST20142,1,1,19790,2,2,2,At Risk
ORD17053,CUST8052,Harpreet Singh,PROD7153,Sneakers,Fashion,4/4/2026,18,2450,44100,South,Upi,April    ,2026,CUST20140,1,1,19792,2,2,2,At Risk
ORD17054,CUST8053,Paul Joseph,PROD7154,Shirt,Fashion,4/4/2026,8,4545,36360,North,Credit Card,April    ,2026,CUST20596,1,1,19796,2,2,2,At Risk
ORD17055,CUST8054,Pooja Joshi,PROD7155,Backpack,Accessories,4/4/2026,2,4602,9204,East,Debit Card,April    ,2026,CUST14103,1,1,19798,2,2,2,At Risk
ORD17056,CUST8055,Jasleen Kaur,PROD7156,Office Chair,Home Decor,4/4/2026,12,9083,108996,North,Credit Card,April    ,2026,CUST3729,1,1,19800,2,2,2,At Risk
ORD17057,CUST8056,Rahul Sharma,PROD7157,Blender,Electronics,4/4/2026,5,2037,10185,West,Cod,April    ,2026,CUST15615,1,1,19806,2,2,2,At Risk
ORD17058,CUST8057,Priya Verma,PROD7158,Ceiling Light,Electronics,4/4/2026,10,8247,82470,South,Upi,April    ,2026,CUST17429,1,1,19806,2,2,2,At Risk
ORD17059,CUST8058,Amit Singh,PROD7159,Pen,Stationary,4/4/2026,20,8753,175060,North,Credit Card,April    ,2026,CUST15714,1,1,19809,2,2,2,At Risk
ORD17060,CUST8059,Rahul Sharma,PROD7160,Lunch Box,Home ,4/4/2026,1,1691,1691,East,Debit Card,April    ,2026,CUST3252,1,1,19812,2,2,2,At Risk
ORD17061,CUST8060,Neha Gupta,PROD7161,Yoga Mat,Accessories,4/4/2026,2,999,1998,North,Credit Card,April    ,2026,CUST24580,1,1,19812,2,2,2,At Risk
ORD17062,CUST8061,Rahul Sharma,PROD7162,Deodorant,Accessories,4/4/2026,1,3991,3991,West,Cod,April    ,2026,CUST19337,1,1,19827,2,2,2,At Risk
ORD17064,CUST8063,John Mathew,PROD7164,Laptop Bag,Accessories,4/4/2026,10,635,6350,North,Credit Card,April    ,2026,CUST21875,1,1,19832,2,2,2,At Risk
ORD17065,CUST8064,Daniel George,PROD7165,Bedsheet,Home Decor,4/4/2026,12,561,6732,East,Debit Card,April    ,2026,CUST23765,1,1,19836,2,2,2,At Risk
ORD17066,CUST8065,Ali Khan,PROD7166,Tablet,Electronics,4/4/2026,4,9392,37568,North,Credit Card,April    ,2026,CUST25238,1,1,19842,2,2,2,At Risk
ORD17067,CUST8066,Rajesh Yadav,PROD7167,Power Bank,Electronics,4/4/2026,11,4535,49885,West,Cod,April    ,2026,CUST6425,1,1,19846,2,2,2,At Risk
ORD17068,CUST8067,Ramesh Gupta,PROD7168,Formal Shoes,Fashion,4/4/2026,8,6813,54504,South,Upi,April    ,2026,CUST13125,1,1,19851,2,2,2,At Risk
ORD17069,CUST8068,Harsh Vardhan,PROD7169,Jeans,Fashion,4/4/2026,18,8751,157518,North,Credit Card,April    ,2026,CUST13862,1,1,19852,2,2,2,At Risk
ORD17070,CUST8069,Aditya Roy,PROD7170,Wallet,Accessories,4/4/2026,7,2167,15169,East,Debit Card,April    ,2026,CUST14659,1,1,19855,2,2,2,At Risk
ORD17071,CUST8070,Priya Verma,PROD7171,Sofa,Furniture,4/4/2026,11,6418,70598,North,Credit Card,April    ,2026,CUST16113,1,1,19860,2,2,2,At Risk
ORD17072,CUST8071,Sneha Iyer,PROD7172,Microwave Oven,Home,4/4/2026,14,2986,41804,West,Cod,April    ,2026,CUST18200,1,1,19864,2,2,2,At Risk
ORD17073,CUST8072,David Thomas,PROD7173,Floor Lamp,Home Decor,4/4/2026,8,1773,14184,South,Upi,April    ,2026,CUST26239,1,1,19870,2,2,2,At Risk
ORD17074,CUST8073,Rachel D'Silva,PROD7174,Pencil,Stationary,4/4/2026,9,1818,16362,North,Credit Card,April    ,2026,CUST9467,1,1,19873,2,2,2,At Risk
ORD17075,CUST8074,Omar Sheikh,PROD7175,Travel Mug,Accessories,4/4/2026,16,5601,89616,East,Debit Card,April    ,2026,CUST15105,1,1,19875,2,2,2,At Risk
ORD17076,CUST8075,Sunita Mishra,PROD7176,Skipping Rope,Accessories,4/4/2026,14,3421,47894,North,Credit Card,April    ,2026,CUST4009,1,1,19878,2,2,2,At Risk
ORD17077,CUST8076,Suresh Agarwal,PROD7177,Face Wash,Skin Care,4/4/2026,15,5560,83400,West,Cod,April    ,2026,CUST12119,1,1,19880,2,2,2,At Risk
ORD17078,CUST8077,Ritika Kapoor,PROD7178,Puzzle Game,Game,4/4/2026,1,4430,4430,South,Upi,April    ,2026,CUST14279,1,1,19884,2,2,2,At Risk
ORD17079,CUST8078,Shruti Das,PROD7179,Screen Protector,Electronics,4/4/2026,16,7096,113536,North,Credit Card,April    ,2026,CUST16743,1,1,19884,2,2,2,At Risk
ORD17080,CUST8079,Amit Singh,PROD7180,Pillow,Home Decor,4/4/2026,7,9488,66416,East,Debit Card,April    ,2026,CUST8134,1,1,19885,2,2,2,At Risk
ORD17081,CUST8080,Karan Malhotra,PROD7181,Gaming Console,Electronics,4/4/2026,20,5692,113840,North,Credit Card,April    ,2026,CUST15613,1,1,19890,2,2,2,At Risk
ORD17082,CUST8081,Michael D'Souza,PROD7182,Usb Cable,Electronics,4/4/2026,14,9575,134050,West,Cod,April    ,2026,CUST8042,1,1,19900,2,2,2,At Risk
ORD17083,CUST8082,Maria Fernandes,PROD7183,Sandals,Fashion,4/4/2026,8,9802,78416,South,Upi,April    ,2026,CUST14790,1,1,19902,2,2,2,At Risk
ORD17084,CUST8083,Imran Hussain,PROD7184,Jacket,Fashion,4/4/2026,2,7519,15038,North,Credit Card,April    ,2026,CUST17236,1,1,19902,2,2,2,At Risk
ORD17085,CUST8084,Deepak Tiwari,PROD7185,Belt,Accessories,4/4/2026,18,5378,96804,East,Debit Card,April    ,2026,CUST7801,1,1,19903,2,2,2,At Risk
ORD17086,CUST8085,Anita Jain,PROD7186,Set Bed,Home Decor,4/4/2026,4,8835,35340,North,Credit Card,April    ,2026,CUST23153,1,1,19905,2,2,2,At Risk
ORD17087,CUST8086,Varun Dhawan,PROD7187,Electric Kettle,Electronics,4/4/2026,17,8059,137003,West,Cod,April    ,2026,CUST10320,1,1,19908,2,2,2,At Risk
ORD17088,CUST8087,Akash Chatterjee,PROD7188,Led Bulb,Electronics,4/4/2026,7,8089,56623,South,Upi,April    ,2026,CUST3498,1,1,19912,2,2,2,At Risk
ORD17089,CUST8088,Neha Gupta,PROD7189,Eraser,Stationary,4/4/2026,4,7245,28980,North,Credit Card,April    ,2026,CUST11832,1,1,19928,2,2,2,At Risk
ORD17090,CUST8089,Simran Kaur,PROD7190,Thermos,Home,4/4/2026,6,1891,11346,East,Debit Card,April    ,2026,CUST25771,1,1,19934,2,2,2,At Risk
ORD17091,CUST8090,Chris Fernandes,PROD7191,Treadmill,Accessories,4/4/2026,14,2238,31332,North,Credit Card,April    ,2026,CUST5804,1,1,19935,2,2,2,At Risk
ORD17092,CUST8091,Samuel Joseph,PROD7192,Moisturizer,Skin Care,4/4/2026,9,803,7227,West,Cod,April    ,2026,CUST2391,1,1,19940,2,2,2,At Risk
ORD17093,CUST8092,Faizan Ansari,PROD7193,Board Game,Game,4/4/2026,4,5767,23068,South,Upi,April    ,2026,CUST25688,1,1,19942,2,2,2,At Risk
ORD17094,CUST8093,Kavita Shukla,PROD7194,Phone Case,Accessories,4/4/2026,5,390,1950,North,Credit Card,April    ,2026,CUST8102,1,1,19942,2,2,2,At Risk
ORD17095,CUST8094,Nitin Bansal,PROD7195,Cushion,Home Decor,4/4/2026,15,4415,66225,East,Debit Card,April    ,2026,CUST4526,1,1,19944,2,2,2,At Risk
ORD17096,CUST8095,Tanya Sharma,PROD7196,Smartwatch,Accessories,4/4/2026,10,7647,76470,North,Credit Card,April    ,2026,CUST20468,1,1,19948,2,2,2,At Risk
ORD17097,CUST8096,Priyanshu Singh,PROD7197,Keyboard,Electronics,4/4/2026,17,3802,64634,West,Cod,April    ,2026,CUST13322,1,1,19960,2,2,2,At Risk
ORD17098,CUST8097,Rohit Kumar,PROD7198,Flip Flops,Fashion,4/4/2026,20,9379,187580,South,Upi,April    ,2026,CUST19365,1,1,19962,2,2,2,At Risk
ORD17099,CUST8098,Gurpreet Singh,PROD7199,Hoodie,Fashion,4/4/2026,19,9818,186542,North,Credit Card,April    ,2026,CUST9568,1,1,19962,2,2,2,At Risk
ORD17100,CUST8099,Anthony Rodrigues,PROD7200,Sunglasses,Accessories,4/4/2026,5,7189,35945,East,Debit Card,April    ,2026,CUST16586,1,1,19965,2,2,2,At Risk
ORD17101,CUST8100,Yash Thakur,PROD7201,Wardrobe,Furniture,4/4/2026,10,1917,19170,North,Credit Card,April    ,2026,CUST10968,1,1,19966,2,2,2,At Risk
ORD17102,CUST8101,Sana Khan,PROD7202,Toaster,Electronics,4/4/2026,14,4575,64050,West,Cod,April    ,2026,CUST8847,1,1,19974,2,2,2,At Risk
ORD17103,CUST8102,Mukesh Chauhan,PROD7203,Marker,Stationary,4/4/2026,13,1534,19942,South,Upi,April    ,2026,CUST9768,1,1,19980,2,2,2,At Risk
ORD17104,CUST8103,Komal Arora,PROD7204,Shampoo,Skin Care,4/4/2026,3,6298,18894,North,Credit Card,April    ,2026,CUST9466,1,1,19992,2,2,2,At Risk
ORD17105,CUST8104,Yash Thakur,PROD7205,Bluetooth Headphones,Electronics,4/4/2026,18,8934,160812,East,Debit Card,April    ,2026,CUST23932,1,1,20000,2,2,2,At Risk
ORD17106,CUST8105,Nikita Sharma,PROD7206,Mouse,Electronics,4/4/2026,13,8047,104611,North,Credit Card,April    ,2026,CUST5362,1,1,20015,2,2,2,At Risk
ORD17107,CUST8106,Anjali Mehta,PROD7207,Heels,Fashion,4/4/2026,14,3002,42028,West,Cod,April    ,2026,CUST25278,1,1,20019,2,2,2,At Risk
ORD17109,CUST8108,Kevin D'Costa,PROD7209,Cap,Fashion,4/4/2026,14,3310,46340,North,Credit Card,April    ,2026,CUST25916,1,1,20020,2,2,2,At Risk
ORD17110,CUST8109,Chris Fernandes,PROD7210,Study Table,Furniture,4/4/2026,18,2860,51480,East,Debit Card,April    ,2026,CUST19131,1,1,20020,2,2,2,At Risk
ORD17111,CUST8110,Ayesha Siddiqui,PROD7211,Induction Cooktop,Electronics,4/4/2026,3,5640,16920,North,Credit Card,April    ,2026,CUST5536,1,1,20025,2,2,2,At Risk
ORD17112,CUST8111,Rekha Pandey,PROD7212,Marker,Stationary,4/4/2026,13,9438,122694,West,Cod,April    ,2026,CUST17389,1,1,20027,2,2,2,At Risk
ORD17113,CUST8112,Bharath Gaur,PROD7213,Diary,Stationary,4/4/2026,7,2909,20363,South,Upi,April    ,2026,CUST19185,1,1,20030,2,2,2,At Risk
ORD17114,CUST8113,Megha Saxena,PROD7214,Bluetooth Headphones,Electronics,4/4/2026,12,9661,115932,North,Credit Card,April    ,2026,CUST25696,1,1,20032,2,2,2,At Risk
ORD17115,CUST8114,Vikram Patel,PROD7215,Heels,Fashion,4/4/2026,7,9032,63224,East,Debit Card,April    ,2026,CUST10321,1,1,20040,2,2,2,At Risk
ORD17116,CUST8115,Harpreet Singh,PROD7216,Hair Oil,Skin Care,4/4/2026,14,4703,65842,North,Credit Card,April    ,2026,CUST24038,1,1,20044,2,2,2,At Risk
ORD17117,CUST8116,Paul Joseph,PROD7217,Wireless Earbuds,Electronics,4/4/2026,20,6083,121660,West,Cod,April    ,2026,CUST10895,1,1,20044,2,2,2,At Risk
ORD17118,CUST8117,Pooja Joshi,PROD7218,Monitor,Electronics,4/4/2026,16,9103,145648,South,Upi,April    ,2026,CUST6409,1,1,20050,2,2,2,At Risk
ORD17119,CUST8118,Jasleen Kaur,PROD7219,Boots,Fashion,4/4/2026,18,1059,19062,North,Credit Card,April    ,2026,CUST9345,1,1,20052,2,2,2,At Risk
ORD17120,CUST8119,Rahul Sharma,PROD7220,Kurta,Fashion,4/4/2026,20,403,8060,East,Debit Card,April    ,2026,CUST16952,1,1,20060,2,2,2,At Risk
ORD17121,CUST8120,Priya Verma,PROD7221,Sandals,Fashion,4/4/2026,13,3233,42029,North,Credit Card,April    ,2026,CUST10155,1,1,20064,2,2,2,At Risk
ORD17122,CUST8121,Amit Singh,PROD7222,Printer,Electronics,4/4/2026,3,3437,10311,West,Cod,April    ,2026,CUST10744,1,1,20069,2,2,2,At Risk
ORD17123,CUST8122,Rahul Sharma,PROD7223,Saree,Fashion,4/4/2026,1,996,996,South,Upi,April    ,2026,CUST21488,1,1,20076,2,2,2,At Risk
ORD17124,CUST8123,Neha Gupta,PROD7224,Coffee Maker,Electronics,4/4/2026,5,8894,44470,North,Credit Card,April    ,2026,CUST22599,1,1,20077,2,2,2,At Risk
ORD17125,CUST8124,Rahul Sharma,PROD7225,File Folder,Stationary,4/4/2026,5,3451,17255,East,Debit Card,April    ,2026,CUST19945,1,1,20085,2,2,2,At Risk
ORD17126,CUST8125,Arjun Reddy,PROD7226,Laptop,Electronics,4/4/2026,10,6012,60120,North,Credit Card,April    ,2026,CUST11250,1,1,20088,2,2,2,At Risk
ORD17127,CUST8126,John Mathew,PROD7227,Shoes,Fashion,4/4/2026,5,8184,40920,West,Cod,April    ,2026,CUST2748,1,1,20092,2,2,2,At Risk
ORD17128,CUST8127,Daniel George,PROD7228,Phone,Electronics,4/4/2026,2,2561,5122,South,Upi,April    ,2026,CUST10135,1,1,20096,2,2,2,At Risk
ORD17129,CUST8128,Ali Khan,PROD7229,Headphones,Electronics,4/4/2026,19,2713,51547,North,Credit Card,April    ,2026,CUST19095,1,1,20097,2,2,2,At Risk
ORD17130,CUST8129,Rajesh Yadav,PROD7230,Desk,Furniture,4/4/2026,1,9438,9438,East,Debit Card,April    ,2026,CUST7662,1,1,20097,2,2,2,At Risk
ORD17131,CUST8130,Ramesh Gupta,PROD7231,Laptop,Electronics,4/4/2026,13,2122,27586,North,Credit Card,April    ,2026,CUST19011,1,1,20104,2,2,2,At Risk
ORD17132,CUST8131,Harsh Vardhan,PROD7232,Dslr Camera,Electronics,4/4/2026,3,3139,9417,West,Cod,April    ,2026,CUST14729,1,1,20106,2,2,2,At Risk
ORD17133,CUST8132,Aditya Roy,PROD7233,Running Shoes,Fashion,4/4/2026,3,6742,20226,South,Upi,April    ,2026,CUST2605,1,1,20106,2,2,2,At Risk
ORD17134,CUST8133,Priya Verma,PROD7234,T-Shirt,Fashion,4/4/2026,8,532,4256,North,Credit Card,April    ,2026,CUST15357,1,1,20108,2,2,2,At Risk
ORD17135,CUST8134,Sneha Iyer,PROD7235,Handbag,Accessories,4/4/2026,5,3977,19885,East,Debit Card,April    ,2026,CUST18806,1,1,20112,2,2,2,At Risk
ORD17136,CUST8135,David Thomas,PROD7236,Dining Table,Furniture,4/4/2026,2,4181,8362,North,Credit Card,April    ,2026,CUST25677,1,1,20112,2,2,2,At Risk
ORD17137,CUST8136,Rachel D'Silva,PROD7237,Coffee Maker,Electronics,4/4/2026,6,4231,25386,West,Cod,April    ,2026,CUST20233,1,1,20120,2,2,2,At Risk
ORD17138,CUST8137,Omar Sheikh,PROD7238,Table Lamp,Home Decor,4/4/2026,2,3638,7276,South,Upi,April    ,2026,CUST22934,1,1,20140,2,2,2,At Risk
ORD17139,CUST8138,Sunita Mishra,PROD7239,Notebook,Stationary,4/4/2026,5,1889,9445,North,Credit Card,April    ,2026,CUST25798,1,1,20145,2,2,2,At Risk
ORD17140,CUST8139,Suresh Agarwal,PROD7240,Water Bottle,Accessories,4/4/2026,13,1356,17628,East,Debit Card,April    ,2026,CUST23371,1,1,20151,2,2,2,At Risk
ORD17141,CUST8140,Ritika Kapoor,PROD7241,Gym Dumbbells,Accessories,4/4/2026,6,4084,24504,North,Credit Card,April    ,2026,CUST10967,1,1,20160,2,2,2,At Risk
ORD17142,CUST8141,Shruti Das,PROD7242,Perfume,Accessories,4/4/2026,15,4445,66675,West,Cod,April    ,2026,CUST25977,1,1,20160,2,2,2,At Risk
ORD17144,CUST8143,Karan Malhotra,PROD7244,Mobile Charger,Electronics,4/4/2026,15,4497,67455,North,Credit Card,April    ,2026,CUST2822,1,1,20163,2,2,2,At Risk
ORD17145,CUST8144,Michael D'Souza,PROD7245,Curtains,Home Decor,4/4/2026,8,9154,73232,East,Debit Card,April    ,2026,CUST10905,1,1,20170,2,2,2,At Risk
ORD17146,CUST8145,Maria Fernandes,PROD7246,Smartphone,Electronics,4/4/2026,8,6684,53472,North,Credit Card,April    ,2026,CUST7956,1,1,20174,2,2,2,At Risk
ORD17147,CUST8146,Imran Hussain,PROD7247,Webcam,Electronics,4/4/2026,9,9342,84078,West,Cod,April    ,2026,CUST17576,1,1,20175,2,2,2,At Risk
ORD17148,CUST8147,Deepak Tiwari,PROD7248,Sneakers,Fashion,4/4/2026,20,7585,151700,South,Upi,April    ,2026,CUST22330,1,1,20176,2,2,2,At Risk
ORD17149,CUST8148,Anita Jain,PROD7249,Shirt,Fashion,4/4/2026,5,7868,39340,North,Credit Card,April    ,2026,CUST7062,1,1,20178,2,2,2,At Risk
ORD17150,CUST8149,Varun Dhawan,PROD7250,Backpack,Accessories,4/4/2026,8,1021,8168,East,Debit Card,April    ,2026,CUST7160,1,1,20178,2,2,2,At Risk
ORD17151,CUST8150,Akash Chatterjee,PROD7251,Office Chair,Home Decor,4/4/2026,9,9709,87381,North,Credit Card,April    ,2026,CUST12732,1,1,20189,2,2,2,At Risk
ORD17152,CUST8151,Neha Gupta,PROD7252,Blender,Electronics,4/4/2026,6,722,4332,West,Cod,April    ,2026,CUST9526,1,1,20192,2,2,2,At Risk
ORD17153,CUST8152,Simran Kaur,PROD7253,Ceiling Light,Electronics,4/4/2026,19,4636,88084,South,Upi,April    ,2026,CUST22377,1,1,20196,2,2,2,At Risk
ORD17154,CUST8153,Chris Fernandes,PROD7254,Pen,Stationary,4/4/2026,9,8713,78417,North,Credit Card,April    ,2026,CUST9260,1,1,20210,2,2,2,At Risk
ORD17155,CUST8154,Samuel Joseph,PROD7255,Lunch Box,Home ,4/4/2026,19,2365,44935,East,Debit Card,April    ,2026,CUST2316,1,1,20213,2,2,2,At Risk
ORD17156,CUST8155,Faizan Ansari,PROD7256,Yoga Mat,Accessories,4/4/2026,10,2854,28540,North,Credit Card,April    ,2026,CUST4182,1,1,20213,2,2,2,At Risk
ORD17157,CUST8156,Kavita Shukla,PROD7257,Deodorant,Accessories,4/4/2026,2,7977,15954,West,Cod,April    ,2026,CUST20678,1,1,20214,2,2,2,At Risk
ORD17158,CUST8157,Nitin Bansal,PROD7258,Teddy Bear,Toy,4/4/2026,1,6499,6499,South,Upi,April    ,2026,CUST6700,1,1,20220,2,2,2,At Risk
ORD17159,CUST8158,Tanya Sharma,PROD7259,Laptop Bag,Accessories,4/4/2026,3,5048,15144,North,Credit Card,April    ,2026,CUST17043,1,1,20220,2,2,2,At Risk
ORD17160,CUST8159,Priyanshu Singh,PROD7260,Bedsheet,Home Decor,4/4/2026,7,5233,36631,East,Debit Card,April    ,2026,CUST13218,1,1,20223,2,2,2,At Risk
ORD17161,CUST8160,Rohit Kumar,PROD7261,Tablet,Electronics,4/4/2026,16,4132,66112,North,Credit Card,April    ,2026,CUST11598,1,1,20223,2,2,2,At Risk
ORD17162,CUST8161,Gurpreet Singh,PROD7262,Power Bank,Electronics,4/4/2026,13,557,7241,West,Cod,April    ,2026,CUST16750,1,1,20224,2,2,2,At Risk
ORD17163,CUST8162,Anthony Rodrigues,PROD7263,Formal Shoes,Fashion,4/4/2026,20,7515,150300,South,Upi,April    ,2026,CUST8132,1,1,20226,2,2,2,At Risk
ORD17164,CUST8163,Yash Thakur,PROD7264,Jeans,Fashion,4/4/2026,17,2158,36686,North,Credit Card,April    ,2026,CUST13900,1,1,20230,2,2,2,At Risk
ORD17165,CUST8164,Sana Khan,PROD7265,Wallet,Accessories,4/4/2026,2,9536,19072,East,Debit Card,April    ,2026,CUST18940,1,1,20230,2,2,2,At Risk
ORD17166,CUST8165,Mukesh Chauhan,PROD7266,Sofa,Furniture,4/4/2026,1,6706,6706,North,Credit Card,April    ,2026,CUST18672,1,1,20232,2,2,2,At Risk
ORD17167,CUST8166,Komal Arora,PROD7267,Microwave Oven,Home,4/4/2026,3,352,1056,West,Cod,April    ,2026,CUST14050,1,1,20235,2,2,2,At Risk
ORD17168,CUST8167,Yash Thakur,PROD7268,Floor Lamp,Home Decor,4/4/2026,3,8284,24852,South,Upi,April    ,2026,CUST26337,1,1,20240,2,2,2,At Risk
ORD17169,CUST8168,Nikita Sharma,PROD7269,Pencil,Stationary,4/4/2026,15,2059,30885,North,Credit Card,April    ,2026,CUST17787,1,1,20240,2,2,2,At Risk
ORD17170,CUST8169,Anjali Mehta,PROD7270,Travel Mug,Accessories,4/4/2026,8,4373,34984,East,Debit Card,April    ,2026,CUST4400,1,1,20240,2,2,2,At Risk
ORD17171,CUST8170,Manpreet Kaur,PROD7271,Skipping Rope,Accessories,4/4/2026,2,2602,5204,North,Credit Card,April    ,2026,CUST12823,1,1,20241,2,2,2,At Risk
ORD17172,CUST8171,Kevin D'Costa,PROD7272,Face Wash,Skin Care,4/4/2026,17,9230,156910,West,Cod,April    ,2026,CUST3149,1,1,20247,2,2,2,At Risk
ORD17173,CUST8172,Chris Fernandes,PROD7273,Puzzle Game,Game,4/4/2026,2,2584,5168,South,Upi,April    ,2026,CUST10336,1,1,20250,2,2,2,At Risk
ORD17174,CUST8173,Ayesha Siddiqui,PROD7274,Screen Protector,Electronics,4/4/2026,16,4960,79360,North,Credit Card,April    ,2026,CUST10072,1,1,20253,2,2,2,At Risk
ORD17175,CUST8174,Rekha Pandey,PROD7275,Pillow,Home Decor,4/4/2026,13,9531,123903,East,Debit Card,April    ,2026,CUST3038,1,1,20256,2,2,2,At Risk
ORD17176,CUST8175,Bharath Gaur,PROD7276,Gaming Console,Electronics,4/4/2026,19,4847,92093,North,Credit Card,April    ,2026,CUST26167,1,1,20256,2,2,2,At Risk
ORD17177,CUST8176,Megha Saxena,PROD7277,Usb Cable,Electronics,4/4/2026,6,4538,27228,West,Cod,April    ,2026,CUST16296,1,1,20258,2,2,2,At Risk
ORD17178,CUST8177,Vikram Patel,PROD7278,Sandals,Fashion,4/4/2026,3,8088,24264,South,Upi,April    ,2026,CUST14470,1,1,20258,2,2,2,At Risk
ORD17179,CUST8178,Harpreet Singh,PROD7279,Jacket,Fashion,4/4/2026,14,8828,123592,North,Credit Card,April    ,2026,CUST7603,1,1,20262,2,2,2,At Risk
ORD17180,CUST8179,Paul Joseph,PROD7280,Belt,Accessories,4/4/2026,4,4036,16144,East,Debit Card,April    ,2026,CUST2376,1,1,20262,2,2,2,At Risk
