order_id,customer_id,customer_name,product_id,product_name,category,order_date,quantity,price,revenue,region,payment_method,order_month,order_year
ORD18411,CUST9410,Akash Chatterjee,PROD8511,Gaming Console,Electronics,2026-04-04,10,1009.00,10090.00,North,Credit Card,April    ,2026
ORD18412,CUST9411,Neha Gupta,PROD8512,Usb Cable,Electronics,2026-04-04,3,3877.00,11631.00,West,Cod,April    ,2026
ORD18413,CUST9412,Simran Kaur,PROD8513,Sandals,Fashion,2026-04-04,20,3725.00,74500.00,South,Upi,April    ,2026
ORD18414,CUST9413,Chris Fernandes,PROD8514,Jacket,Fashion,2026-04-04,6,2549.00,15294.00,North,Credit Card,April    ,2026
ORD18415,CUST9414,Samuel Joseph,PROD8515,Belt,Accessories,2026-04-04,15,9853.00,147795.00,East,Debit Card,April    ,2026
ORD18416,CUST9415,Faizan Ansari,PROD8516,Set Bed,Home Decor,2026-04-04,2,2670.00,5340.00,North,Credit Card,April    ,2026
ORD18417,CUST9416,Kavita Shukla,PROD8517,Electric Kettle,Electronics,2026-04-04,1,9054.00,9054.00,West,Cod,April    ,2026
ORD18418,CUST9417,Nitin Bansal,PROD8518,Led Bulb,Electronics,2026-04-04,16,8292.00,132672.00,South,Upi,April    ,2026
ORD18419,CUST9418,Tanya Sharma,PROD8519,Eraser,Stationary,2026-04-04,5,8984.00,44920.00,North,Credit Card,April    ,2026
ORD18420,CUST9419,Priyanshu Singh,PROD8520,Thermos,Home,2026-04-04,6,1884.00,11304.00,East,Debit Card,April    ,2026
ORD18421,CUST9420,Rohit Kumar,PROD8521,Treadmill,Accessories,2026-04-04,19,8242.00,156598.00,North,Credit Card,April    ,2026
ORD18422,CUST9421,Gurpreet Singh,PROD8522,Moisturizer,Skin Care,2026-04-04,7,8043.00,56301.00,West,Cod,April    ,2026
ORD18423,CUST9422,Anthony Rodrigues,PROD8523,Board Game,Game,2026-04-04,18,5383.00,96894.00,South,Upi,April    ,2026
ORD18424,CUST9423,Yash Thakur,PROD8524,Phone Case,Accessories,2026-04-04,2,9439.00,18878.00,North,Credit Card,April    ,2026
ORD18425,CUST9424,Sana Khan,PROD8525,Cushion,Home Decor,2026-04-04,4,9341.00,37364.00,East,Debit Card,April    ,2026
ORD18426,CUST9425,Mukesh Chauhan,PROD8526,Smartwatch,Accessories,2026-04-04,7,5599.00,39193.00,North,Credit Card,April    ,2026
ORD18427,CUST9426,Komal Arora,PROD8527,Keyboard,Electronics,2026-04-04,2,4317.00,8634.00,West,Cod,April    ,2026
ORD18428,CUST9427,Yash Thakur,PROD8528,Flip Flops,Fashion,2026-04-04,13,9195.00,119535.00,South,Upi,April    ,2026
ORD18429,CUST9428,Nikita Sharma,PROD8529,Hoodie,Fashion,2026-04-04,6,5458.00,32748.00,North,Credit Card,April    ,2026
ORD18430,CUST9429,Anjali Mehta,PROD8530,Sunglasses,Accessories,2026-04-04,13,1169.00,15197.00,East,Debit Card,April    ,2026
ORD18431,CUST9430,Manpreet Kaur,PROD8531,Wardrobe,Furniture,2026-04-04,10,1678.00,16780.00,North,Credit Card,April    ,2026
ORD18432,CUST9431,Kevin D'Costa,PROD8532,Toaster,Electronics,2026-04-04,5,7308.00,36540.00,West,Cod,April    ,2026
ORD18433,CUST9432,Chris Fernandes,PROD8533,Marker,Stationary,2026-04-04,5,3777.00,18885.00,South,Upi,April    ,2026
ORD18434,CUST9433,Ayesha Siddiqui,PROD8534,Shampoo,Skin Care,2026-04-04,20,5383.00,107660.00,North,Credit Card,April    ,2026
ORD18435,CUST9434,Rekha Pandey,PROD8535,Bluetooth Headphones,Electronics,2026-04-04,19,8382.00,159258.00,East,Debit Card,April    ,2026
ORD18436,CUST9435,Bharath Gaur,PROD8536,Mouse,Electronics,2026-04-04,18,8676.00,156168.00,North,Credit Card,April    ,2026
ORD18437,CUST9436,Megha Saxena,PROD8537,Heels,Fashion,2026-04-04,20,509.00,10180.00,West,Cod,April    ,2026
ORD18438,CUST9437,Vikram Patel,PROD8538,Sweater,Fashion,2026-04-04,5,6603.00,33015.00,South,Upi,April    ,2026
ORD18439,CUST9438,Harpreet Singh,PROD8539,Cap,Fashion,2026-04-04,19,9053.00,172007.00,North,Credit Card,April    ,2026
ORD18440,CUST9439,Paul Joseph,PROD8540,Study Table,Furniture,2026-04-04,2,2700.00,5400.00,East,Debit Card,April    ,2026
ORD18441,CUST9440,Pooja Joshi,PROD8541,Induction Cooktop,Electronics,2026-04-04,18,9183.00,165294.00,North,Credit Card,April    ,2026
ORD18442,CUST9441,Jasleen Kaur,PROD8542,Marker,Stationary,2026-04-04,6,5564.00,33384.00,West,Cod,April    ,2026
ORD18443,CUST9442,Rahul Sharma,PROD8543,Diary,Stationary,2026-04-04,6,5322.00,31932.00,South,Upi,April    ,2026
ORD18444,CUST9443,Priya Verma,PROD8544,Bluetooth Headphones,Electronics,2026-04-04,12,3234.00,38808.00,North,Credit Card,April    ,2026
ORD18446,CUST9445,Rahul Sharma,PROD8546,Hair Oil,Skin Care,2026-04-04,8,4695.00,37560.00,North,Credit Card,April    ,2026
ORD18447,CUST9446,Neha Gupta,PROD8547,Wireless Earbuds,Electronics,2026-04-04,7,6833.00,47831.00,West,Cod,April    ,2026
ORD18448,CUST9447,Rahul Sharma,PROD8548,Monitor,Electronics,2026-04-04,11,4754.00,52294.00,South,Upi,April    ,2026
ORD18449,CUST9448,Arjun Reddy,PROD8549,Boots,Fashion,2026-04-04,12,2119.00,25428.00,North,Credit Card,April    ,2026
ORD18450,CUST9449,John Mathew,PROD8550,Kurta,Fashion,2026-04-04,12,5812.00,69744.00,East,Debit Card,April    ,2026
ORD18451,CUST9450,Daniel George,PROD8551,Sandals,Fashion,2026-04-04,19,7036.00,133684.00,North,Credit Card,April    ,2026
ORD18452,CUST9451,Ali Khan,PROD8552,Printer,Electronics,2026-04-04,2,4389.00,8778.00,West,Cod,April    ,2026
ORD18453,CUST9452,Rajesh Yadav,PROD8553,Saree,Fashion,2026-04-04,13,2826.00,36738.00,South,Upi,April    ,2026
ORD18454,CUST9453,Ramesh Gupta,PROD8554,Coffee Maker,Electronics,2026-04-04,6,2758.00,16548.00,North,Credit Card,April    ,2026
ORD18455,CUST9454,Harsh Vardhan,PROD8555,File Folder,Stationary,2026-04-04,16,9070.00,145120.00,East,Debit Card,April    ,2026
ORD18456,CUST9455,Aditya Roy,PROD8556,Laptop,Electronics,2026-04-04,18,4991.00,89838.00,North,Credit Card,April    ,2026
ORD18457,CUST9456,Priya Verma,PROD8557,Shoes,Fashion,2026-04-04,6,7420.00,44520.00,West,Cod,April    ,2026
ORD18458,CUST9457,Sneha Iyer,PROD8558,Phone,Electronics,2026-04-04,3,1769.00,5307.00,South,Upi,April    ,2026
ORD18459,CUST9458,David Thomas,PROD8559,Headphones,Electronics,2026-04-04,17,9710.00,165070.00,North,Credit Card,April    ,2026
ORD18460,CUST9459,Rachel D'Silva,PROD8560,Desk,Furniture,2026-04-04,5,6467.00,32335.00,East,Debit Card,April    ,2026
ORD18461,CUST9460,Omar Sheikh,PROD8561,Laptop,Electronics,2026-04-04,13,7064.00,91832.00,North,Credit Card,April    ,2026
ORD18462,CUST9461,Sunita Mishra,PROD8562,Dslr Camera,Electronics,2026-04-04,9,5349.00,48141.00,West,Cod,April    ,2026
ORD18463,CUST9462,Suresh Agarwal,PROD8563,Running Shoes,Fashion,2026-04-04,17,3385.00,57545.00,South,Upi,April    ,2026
ORD18464,CUST9463,Ritika Kapoor,PROD8564,T-Shirt,Fashion,2026-04-04,8,6325.00,50600.00,North,Credit Card,April    ,2026
ORD18465,CUST9464,Shruti Das,PROD8565,Handbag,Accessories,2026-04-04,20,5721.00,114420.00,East,Debit Card,April    ,2026
ORD18466,CUST9465,Amit Singh,PROD8566,Dining Table,Furniture,2026-04-04,3,4898.00,14694.00,North,Credit Card,April    ,2026
ORD18467,CUST9466,Karan Malhotra,PROD8567,Coffee Maker,Electronics,2026-04-04,12,1666.00,19992.00,West,Cod,April    ,2026
ORD18468,CUST9467,Michael D'Souza,PROD8568,Table Lamp,Home Decor,2026-04-04,7,2839.00,19873.00,South,Upi,April    ,2026
ORD18469,CUST9468,Maria Fernandes,PROD8569,Notebook,Stationary,2026-04-04,13,3987.00,51831.00,North,Credit Card,April    ,2026
ORD18470,CUST9469,Imran Hussain,PROD8570,Water Bottle,Accessories,2026-04-04,2,1718.00,3436.00,East,Debit Card,April    ,2026
ORD18471,CUST9470,Deepak Tiwari,PROD8571,Gym Dumbbells,Accessories,2026-04-04,6,4426.00,26556.00,North,Credit Card,April    ,2026
ORD18472,CUST9471,Anita Jain,PROD8572,Perfume,Accessories,2026-04-04,3,8035.00,24105.00,West,Cod,April    ,2026
ORD18474,CUST9473,Akash Chatterjee,PROD8574,Mobile Charger,Electronics,2026-04-04,15,2910.00,43650.00,North,Credit Card,April    ,2026
ORD18475,CUST9474,Neha Gupta,PROD8575,Curtains,Home Decor,2026-04-04,12,5469.00,65628.00,East,Debit Card,April    ,2026
ORD18476,CUST9475,Simran Kaur,PROD8576,Smartphone,Electronics,2026-04-04,4,9128.00,36512.00,North,Credit Card,April    ,2026
ORD18477,CUST9476,Chris Fernandes,PROD8577,Webcam,Electronics,2026-04-04,6,7574.00,45444.00,West,Cod,April    ,2026
ORD18478,CUST9477,Samuel Joseph,PROD8578,Sneakers,Fashion,2026-04-04,18,8434.00,151812.00,South,Upi,April    ,2026
ORD18479,CUST9478,Faizan Ansari,PROD8579,Shirt,Fashion,2026-04-04,17,7944.00,135048.00,North,Credit Card,April    ,2026
ORD18480,CUST9479,Kavita Shukla,PROD8580,Backpack,Accessories,2026-04-04,6,4262.00,25572.00,East,Debit Card,April    ,2026
ORD18481,CUST9480,Nitin Bansal,PROD8581,Office Chair,Home Decor,2026-04-04,2,2504.00,5008.00,North,Credit Card,April    ,2026
ORD18482,CUST9481,Tanya Sharma,PROD8582,Blender,Electronics,2026-04-04,5,2667.00,13335.00,West,Cod,April    ,2026
ORD18483,CUST9482,Priyanshu Singh,PROD8583,Ceiling Light,Electronics,2026-04-04,9,343.00,3087.00,South,Upi,April    ,2026
ORD18484,CUST9483,Rohit Kumar,PROD8584,Pen,Stationary,2026-04-04,19,9080.00,172520.00,North,Credit Card,April    ,2026
ORD18485,CUST9484,Gurpreet Singh,PROD8585,Lunch Box,Home ,2026-04-04,15,1948.00,29220.00,East,Debit Card,April    ,2026
ORD18486,CUST9485,Anthony Rodrigues,PROD8586,Yoga Mat,Accessories,2026-04-04,1,7972.00,7972.00,North,Credit Card,April    ,2026
ORD18487,CUST9486,Yash Thakur,PROD8587,Deodorant,Accessories,2026-04-04,16,4196.00,67136.00,West,Cod,April    ,2026
ORD18489,CUST9488,Mukesh Chauhan,PROD8589,Laptop Bag,Accessories,2026-04-04,16,8477.00,135632.00,North,Credit Card,April    ,2026
ORD18490,CUST9489,Komal Arora,PROD8590,Bedsheet,Home Decor,2026-04-04,13,9754.00,126802.00,East,Debit Card,April    ,2026
ORD18491,CUST9490,Yash Thakur,PROD8591,Tablet,Electronics,2026-04-04,6,6573.00,39438.00,North,Credit Card,April    ,2026
ORD18492,CUST9491,Nikita Sharma,PROD8592,Power Bank,Electronics,2026-04-04,1,2035.00,2035.00,West,Cod,April    ,2026
ORD18493,CUST9492,Anjali Mehta,PROD8593,Formal Shoes,Fashion,2026-04-04,18,629.00,11322.00,South,Upi,April    ,2026
ORD18494,CUST9493,Manpreet Kaur,PROD8594,Jeans,Fashion,2026-04-04,4,5107.00,20428.00,North,Credit Card,April    ,2026
ORD18495,CUST9494,Kevin D'Costa,PROD8595,Wallet,Accessories,2026-04-04,18,7697.00,138546.00,East,Debit Card,April    ,2026
ORD18496,CUST9495,Chris Fernandes,PROD8596,Sofa,Furniture,2026-04-04,16,8343.00,133488.00,North,Credit Card,April    ,2026
ORD18497,CUST9496,Ayesha Siddiqui,PROD8597,Microwave Oven,Home,2026-04-04,11,357.00,3927.00,West,Cod,April    ,2026
ORD18498,CUST9497,Rekha Pandey,PROD8598,Floor Lamp,Home Decor,2026-04-04,14,1850.00,25900.00,South,Upi,April    ,2026
ORD18499,CUST9498,Bharath Gaur,PROD8599,Pencil,Stationary,2026-04-04,16,1987.00,31792.00,North,Credit Card,April    ,2026
ORD18500,CUST9499,Megha Saxena,PROD8600,Travel Mug,Accessories,2026-04-04,19,1490.00,28310.00,East,Debit Card,April    ,2026
ORD18501,CUST9500,Vikram Patel,PROD8601,Skipping Rope,Accessories,2026-04-04,6,3056.00,18336.00,North,Credit Card,April    ,2026
ORD18502,CUST9501,Harpreet Singh,PROD8602,Face Wash,Skin Care,2026-04-04,18,9429.00,169722.00,West,Cod,April    ,2026
ORD18503,CUST9502,Paul Joseph,PROD8603,Puzzle Game,Game,2026-04-04,6,3578.00,21468.00,South,Upi,April    ,2026
ORD18504,CUST9503,Pooja Joshi,PROD8604,Screen Protector,Electronics,2026-04-04,4,8838.00,35352.00,North,Credit Card,April    ,2026
ORD18505,CUST9504,Jasleen Kaur,PROD8605,Pillow,Home Decor,2026-04-04,13,7332.00,95316.00,East,Debit Card,April    ,2026
ORD18506,CUST9505,Rahul Sharma,PROD8606,Gaming Console,Electronics,2026-04-04,7,9491.00,66437.00,North,Credit Card,April    ,2026
ORD18507,CUST9506,Priya Verma,PROD8607,Usb Cable,Electronics,2026-04-04,4,1774.00,7096.00,West,Cod,April    ,2026
ORD18508,CUST9507,Amit Singh,PROD8608,Sandals,Fashion,2026-04-04,18,3676.00,66168.00,South,Upi,April    ,2026
ORD18509,CUST9508,Rahul Sharma,PROD8609,Jacket,Fashion,2026-04-04,6,1623.00,9738.00,North,Credit Card,April    ,2026
ORD18510,CUST9509,Neha Gupta,PROD8610,Belt,Accessories,2026-04-04,10,8809.00,88090.00,East,Debit Card,April    ,2026
ORD18511,CUST9510,Rahul Sharma,PROD8611,Set Bed,Home Decor,2026-04-04,8,1684.00,13472.00,North,Credit Card,April    ,2026
ORD18512,CUST9511,Arjun Reddy,PROD8612,Electric Kettle,Electronics,2026-04-04,16,2701.00,43216.00,West,Cod,April    ,2026
ORD18513,CUST9512,John Mathew,PROD8613,Led Bulb,Electronics,2026-04-04,7,7202.00,50414.00,South,Upi,April    ,2026
ORD18514,CUST9513,Daniel George,PROD8614,Eraser,Stationary,2026-04-04,18,3577.00,64386.00,North,Credit Card,April    ,2026
ORD18515,CUST9514,Ali Khan,PROD8615,Thermos,Home,2026-04-04,18,3777.00,67986.00,East,Debit Card,April    ,2026
ORD18516,CUST9515,Rajesh Yadav,PROD8616,Treadmill,Accessories,2026-04-04,8,5037.00,40296.00,North,Credit Card,April    ,2026
ORD18517,CUST9516,Ramesh Gupta,PROD8617,Moisturizer,Skin Care,2026-04-04,19,7159.00,136021.00,West,Cod,April    ,2026
ORD18518,CUST9517,Harsh Vardhan,PROD8618,Board Game,Game,2026-04-04,10,8459.00,84590.00,South,Upi,April    ,2026
ORD18519,CUST9518,Aditya Roy,PROD8619,Phone Case,Accessories,2026-04-04,20,9904.00,198080.00,North,Credit Card,April    ,2026
ORD18520,CUST9519,Priya Verma,PROD8620,Cushion,Home Decor,2026-04-04,18,6180.00,111240.00,East,Debit Card,April    ,2026
ORD18521,CUST9520,Sneha Iyer,PROD8621,Smartwatch,Accessories,2026-04-04,5,6255.00,31275.00,North,Credit Card,April    ,2026
ORD18522,CUST9521,David Thomas,PROD8622,Keyboard,Electronics,2026-04-04,11,8265.00,90915.00,West,Cod,April    ,2026
ORD18523,CUST9522,Rachel D'Silva,PROD8623,Flip Flops,Fashion,2026-04-04,16,7820.00,125120.00,South,Upi,April    ,2026
ORD18524,CUST9523,Omar Sheikh,PROD8624,Hoodie,Fashion,2026-04-04,5,2481.00,12405.00,North,Credit Card,April    ,2026
ORD18525,CUST9524,Sunita Mishra,PROD8625,Sunglasses,Accessories,2026-04-04,19,4696.00,89224.00,East,Debit Card,April    ,2026
ORD18526,CUST9525,Suresh Agarwal,PROD8626,Wardrobe,Furniture,2026-04-04,4,6540.00,26160.00,North,Credit Card,April    ,2026
ORD18527,CUST9526,Ritika Kapoor,PROD8627,Toaster,Electronics,2026-04-04,16,1262.00,20192.00,West,Cod,April    ,2026
ORD18528,CUST9527,Shruti Das,PROD8628,Marker,Stationary,2026-04-04,14,876.00,12264.00,South,Upi,April    ,2026
ORD18529,CUST9528,Amit Singh,PROD8629,Shampoo,Skin Care,2026-04-04,12,4867.00,58404.00,North,Credit Card,April    ,2026
ORD18530,CUST9529,Karan Malhotra,PROD8630,Bluetooth Headphones,Electronics,2026-04-04,14,4649.00,65086.00,East,Debit Card,April    ,2026
ORD18531,CUST9530,Michael D'Souza,PROD8631,Mouse,Electronics,2026-04-04,13,2698.00,35074.00,North,Credit Card,April    ,2026
ORD18532,CUST9531,Maria Fernandes,PROD8632,Heels,Fashion,2026-04-04,5,2707.00,13535.00,West,Cod,April    ,2026
ORD18533,CUST9532,Imran Hussain,PROD8633,Sweater,Fashion,2026-04-04,2,9394.00,18788.00,South,Upi,April    ,2026
ORD18534,CUST9533,Deepak Tiwari,PROD8634,Cap,Fashion,2026-04-04,16,8112.00,129792.00,North,Credit Card,April    ,2026
ORD18535,CUST9534,Anita Jain,PROD8635,Study Table,Furniture,2026-04-04,14,6495.00,90930.00,East,Debit Card,April    ,2026
ORD18536,CUST9535,Varun Dhawan,PROD8636,Induction Cooktop,Electronics,2026-04-04,12,5293.00,63516.00,North,Credit Card,April    ,2026
ORD18537,CUST9536,Akash Chatterjee,PROD8637,Marker,Stationary,2026-04-04,9,8904.00,80136.00,West,Cod,April    ,2026
ORD18538,CUST9537,Neha Gupta,PROD8638,Diary,Stationary,2026-04-04,18,8888.00,159984.00,South,Upi,April    ,2026
ORD18539,CUST9538,Simran Kaur,PROD8639,Bluetooth Headphones,Electronics,2026-04-04,18,6514.00,117252.00,North,Credit Card,April    ,2026
ORD18540,CUST9539,Chris Fernandes,PROD8640,Heels,Fashion,2026-04-04,15,8234.00,123510.00,East,Debit Card,April    ,2026
ORD18541,CUST9540,Samuel Joseph,PROD8641,Hair Oil,Skin Care,2026-04-04,16,6042.00,96672.00,North,Credit Card,April    ,2026
ORD18542,CUST9541,Faizan Ansari,PROD8642,Wireless Earbuds,Electronics,2026-04-04,15,4730.00,70950.00,West,Cod,April    ,2026
ORD18543,CUST9542,Kavita Shukla,PROD8643,Monitor,Electronics,2026-04-04,1,6622.00,6622.00,South,Upi,April    ,2026
ORD18544,CUST9543,Nitin Bansal,PROD8644,Boots,Fashion,2026-04-04,4,9747.00,38988.00,North,Credit Card,April    ,2026
ORD18545,CUST9544,Tanya Sharma,PROD8645,Kurta,Fashion,2026-04-04,11,1570.00,17270.00,East,Debit Card,April    ,2026
ORD18546,CUST9545,Priyanshu Singh,PROD8646,Sandals,Fashion,2026-04-04,11,2754.00,30294.00,North,Credit Card,April    ,2026
ORD18547,CUST9546,Rohit Kumar,PROD8647,Printer,Electronics,2026-04-04,16,3988.00,63808.00,West,Cod,April    ,2026
ORD18548,CUST9547,Gurpreet Singh,PROD8648,Saree,Fashion,2026-04-04,18,2861.00,51498.00,South,Upi,April    ,2026
ORD18549,CUST9548,Anthony Rodrigues,PROD8649,Coffee Maker,Electronics,2026-04-04,13,4099.00,53287.00,North,Credit Card,April    ,2026
ORD18550,CUST9549,Yash Thakur,PROD8650,File Folder,Stationary,2026-04-04,16,9521.00,152336.00,East,Debit Card,April    ,2026
ORD18551,CUST9550,Sana Khan,PROD8651,Laptop,Electronics,2026-04-04,10,6856.00,68560.00,North,Credit Card,April    ,2026
ORD18552,CUST9551,Mukesh Chauhan,PROD8652,Shoes,Fashion,2026-04-04,12,9720.00,116640.00,West,Cod,April    ,2026
ORD18553,CUST9552,Komal Arora,PROD8653,Phone,Electronics,2026-04-04,18,4381.00,78858.00,South,Upi,April    ,2026
ORD18554,CUST9553,Yash Thakur,PROD8654,Headphones,Electronics,2026-04-04,2,4521.00,9042.00,North,Credit Card,April    ,2026
ORD18555,CUST9554,Nikita Sharma,PROD8655,Desk,Furniture,2026-04-04,4,9310.00,37240.00,East,Debit Card,April    ,2026
ORD18556,CUST9555,Anjali Mehta,PROD8656,Laptop,Electronics,2026-04-04,14,2843.00,39802.00,North,Credit Card,April    ,2026
ORD18557,CUST9556,Manpreet Kaur,PROD8657,Dslr Camera,Electronics,2026-04-04,18,6929.00,124722.00,West,Cod,April    ,2026
ORD18558,CUST9557,Kevin D'Costa,PROD8658,Running Shoes,Fashion,2026-04-04,4,7090.00,28360.00,South,Upi,April    ,2026
ORD18559,CUST9558,Chris Fernandes,PROD8659,T-Shirt,Fashion,2026-04-04,9,7804.00,70236.00,North,Credit Card,April    ,2026
ORD18560,CUST9559,Ayesha Siddiqui,PROD8660,Handbag,Accessories,2026-04-04,9,6119.00,55071.00,East,Debit Card,April    ,2026
ORD18561,CUST9560,Rekha Pandey,PROD8661,Dining Table,Furniture,2026-04-04,6,6532.00,39192.00,North,Credit Card,April    ,2026
ORD18562,CUST9561,Bharath Gaur,PROD8662,Coffee Maker,Electronics,2026-04-04,2,5414.00,10828.00,West,Cod,April    ,2026
ORD18563,CUST9562,Megha Saxena,PROD8663,Table Lamp,Home Decor,2026-04-04,11,3305.00,36355.00,South,Upi,April    ,2026
ORD18564,CUST9563,Vikram Patel,PROD8664,Notebook,Stationary,2026-04-04,20,9278.00,185560.00,North,Credit Card,April    ,2026
ORD18565,CUST9564,Harpreet Singh,PROD8665,Water Bottle,Accessories,2026-04-04,12,5332.00,63984.00,East,Debit Card,April    ,2026
ORD18566,CUST9565,Paul Joseph,PROD8666,Gym Dumbbells,Accessories,2026-04-04,17,2220.00,37740.00,North,Credit Card,April    ,2026
ORD18567,CUST9566,Pooja Joshi,PROD8667,Perfume,Accessories,2026-04-04,8,3519.00,28152.00,West,Cod,April    ,2026
ORD18568,CUST9567,Jasleen Kaur,PROD8668,Toy Car,Toy,2026-04-04,9,550.00,4950.00,South,Upi,April    ,2026
ORD18569,CUST9568,Rahul Sharma,PROD8669,Mobile Charger,Electronics,2026-04-04,9,2218.00,19962.00,North,Credit Card,April    ,2026
ORD18570,CUST9569,Priya Verma,PROD8670,Curtains,Home Decor,2026-04-04,10,1256.00,12560.00,East,Debit Card,April    ,2026
ORD18571,CUST9570,Amit Singh,PROD8671,Smartphone,Electronics,2026-04-04,16,9116.00,145856.00,North,Credit Card,April    ,2026
ORD18572,CUST9571,Rahul Sharma,PROD8672,Webcam,Electronics,2026-04-04,17,3923.00,66691.00,West,Cod,April    ,2026
ORD18573,CUST9572,Neha Gupta,PROD8673,Sneakers,Fashion,2026-04-04,9,3050.00,27450.00,South,Upi,April    ,2026
ORD18574,CUST9573,Rahul Sharma,PROD8674,Shirt,Fashion,2026-04-04,1,7773.00,7773.00,North,Credit Card,April    ,2026
ORD18575,CUST9574,Arjun Reddy,PROD8675,Backpack,Accessories,2026-04-04,12,3815.00,45780.00,East,Debit Card,April    ,2026
ORD18576,CUST9575,John Mathew,PROD8676,Office Chair,Home Decor,2026-04-04,11,1758.00,19338.00,North,Credit Card,April    ,2026
ORD18577,CUST9576,Daniel George,PROD8677,Blender,Electronics,2026-04-04,4,1141.00,4564.00,West,Cod,April    ,2026
ORD18578,CUST9577,Ali Khan,PROD8678,Ceiling Light,Electronics,2026-04-04,7,3415.00,23905.00,South,Upi,April    ,2026
ORD18579,CUST9578,Rajesh Yadav,PROD8679,Pen,Stationary,2026-04-04,6,779.00,4674.00,North,Credit Card,April    ,2026
ORD18580,CUST9579,Ramesh Gupta,PROD8680,Lunch Box,Home ,2026-04-04,13,2068.00,26884.00,East,Debit Card,April    ,2026
ORD18581,CUST9580,Harsh Vardhan,PROD8681,Yoga Mat,Accessories,2026-04-04,12,7868.00,94416.00,North,Credit Card,April    ,2026
ORD18582,CUST9581,Aditya Roy,PROD8682,Deodorant,Accessories,2026-04-04,12,7322.00,87864.00,West,Cod,April    ,2026
ORD18583,CUST9582,Priya Verma,PROD8683,Teddy Bear,Toy,2026-04-04,5,7679.00,38395.00,South,Upi,April    ,2026
ORD18584,CUST9583,Sneha Iyer,PROD8684,Laptop Bag,Accessories,2026-04-04,13,6054.00,78702.00,North,Credit Card,April    ,2026
ORD18585,CUST9584,David Thomas,PROD8685,Bedsheet,Home Decor,2026-04-04,9,2266.00,20394.00,East,Debit Card,April    ,2026
ORD18586,CUST9585,Rachel D'Silva,PROD8686,Tablet,Electronics,2026-04-04,18,1728.00,31104.00,North,Credit Card,April    ,2026
ORD18587,CUST9586,Omar Sheikh,PROD8687,Power Bank,Electronics,2026-04-04,3,4057.00,12171.00,West,Cod,April    ,2026
ORD18588,CUST9587,Sunita Mishra,PROD8688,Formal Shoes,Fashion,2026-04-04,11,6873.00,75603.00,South,Upi,April    ,2026
ORD18589,CUST9588,Suresh Agarwal,PROD8689,Jeans,Fashion,2026-04-04,13,8979.00,116727.00,North,Credit Card,April    ,2026
ORD18590,CUST9589,Ritika Kapoor,PROD8690,Wallet,Accessories,2026-04-04,14,3155.00,44170.00,East,Debit Card,April    ,2026
ORD18591,CUST9590,Shruti Das,PROD8691,Sofa,Furniture,2026-04-04,2,9663.00,19326.00,North,Credit Card,April    ,2026
ORD18592,CUST9591,Amit Singh,PROD8692,Microwave Oven,Home,2026-04-04,14,8522.00,119308.00,West,Cod,April    ,2026
ORD18593,CUST9592,Karan Malhotra,PROD8693,Floor Lamp,Home Decor,2026-04-04,18,5933.00,106794.00,South,Upi,April    ,2026
ORD18594,CUST9593,Michael D'Souza,PROD8694,Pencil,Stationary,2026-04-04,7,2133.00,14931.00,North,Credit Card,April    ,2026
ORD18595,CUST9594,Maria Fernandes,PROD8695,Travel Mug,Accessories,2026-04-04,19,2440.00,46360.00,East,Debit Card,April    ,2026
ORD18596,CUST9595,Imran Hussain,PROD8696,Skipping Rope,Accessories,2026-04-04,1,2129.00,2129.00,North,Credit Card,April    ,2026
ORD18597,CUST9596,Deepak Tiwari,PROD8697,Face Wash,Skin Care,2026-04-04,16,7526.00,120416.00,West,Cod,April    ,2026
ORD18598,CUST9597,Anita Jain,PROD8698,Puzzle Game,Game,2026-04-04,9,1256.00,11304.00,South,Upi,April    ,2026
ORD18599,CUST9598,Varun Dhawan,PROD8699,Screen Protector,Electronics,2026-04-04,6,8064.00,48384.00,North,Credit Card,April    ,2026
ORD18600,CUST9599,Akash Chatterjee,PROD8700,Pillow,Home Decor,2026-04-04,19,4682.00,88958.00,East,Debit Card,April    ,2026
ORD18601,CUST9600,Neha Gupta,PROD8701,Gaming Console,Electronics,2026-04-04,5,3440.00,17200.00,North,Credit Card,April    ,2026
ORD18602,CUST9601,Simran Kaur,PROD8702,Usb Cable,Electronics,2026-04-04,8,7182.00,57456.00,West,Cod,April    ,2026
ORD18603,CUST9602,Chris Fernandes,PROD8703,Sandals,Fashion,2026-04-04,13,7441.00,96733.00,South,Upi,April    ,2026
ORD18604,CUST9603,Samuel Joseph,PROD8704,Jacket,Fashion,2026-04-04,2,3555.00,7110.00,North,Credit Card,April    ,2026
ORD18605,CUST9604,Faizan Ansari,PROD8705,Belt,Accessories,2026-04-04,4,1412.00,5648.00,East,Debit Card,April    ,2026
ORD18606,CUST9605,Kavita Shukla,PROD8706,Set Bed,Home Decor,2026-04-04,4,8369.00,33476.00,North,Credit Card,April    ,2026
ORD18607,CUST9606,Nitin Bansal,PROD8707,Electric Kettle,Electronics,2026-04-04,10,200.00,2000.00,West,Cod,April    ,2026
ORD18608,CUST9607,Tanya Sharma,PROD8708,Led Bulb,Electronics,2026-04-04,17,6204.00,105468.00,South,Upi,April    ,2026
ORD18609,CUST9608,Priyanshu Singh,PROD8709,Eraser,Stationary,2026-04-04,17,7142.00,121414.00,North,Credit Card,April    ,2026
